burst_id,dominant_time_s,dominant_freq_hz,omega_star_e_q1,omega_star_i_q1,omega_tor_q1,omega_tor_q1_err,omega_tor_q1_snr,shot,target_n,target_m,target_mode_label
17,0.9337549579831933,16475.63025210084,-55052.825067380836,-5480.393195846983,14.856869187240903,0.9362534476811272,15.868426678735087,1101014030,1.0,2.0,"(2,1)"
18,0.9433950617283949,16141.975308641975,-83785.74677075926,-5466.168685025332,14.706982104728349,0.9537117727704922,15.420782803178774,1101014030,1.0,2.0,"(2,1)"
19,0.964581981981982,15941.441441441442,-82452.97053835282,-8953.588582343658,14.394049788927115,0.9908635079137988,14.526773540417173,1101014030,1.0,2.0,"(2,1)"
20,0.9694893939393939,18575.757575757576,-77641.36335895238,-9622.041732017056,14.327600150918062,0.9989008732072996,14.343365328047609,1101014030,1.0,2.0,"(2,1)"
21,0.9781589632829373,16600.431965442764,-71015.14802444086,-10981.342333529348,14.231089054730537,1.0107345593429993,14.07994702781418,1101014030,1.0,2.0,"(2,1)"
22,1.0012480122324159,15629.969418960245,-71640.34254927849,-19714.965128408563,14.02793475409273,1.0358252796303666,13.542761535129348,1101014030,1.0,2.0,"(2,1)"
23,1.0162798264642083,16802.603036876357,-45002.845307680465,-21470.431088991627,13.567589787785815,1.091488360914748,12.430356817011928,1101014030,1.0,2.0,"(2,1)"
24,1.0247445427728614,16056.047197640119,-19306.773951951924,-16635.463256420284,13.32981987330893,1.1225587803417316,11.874496112578656,1101014030,1.0,2.0,"(2,1)"
25,1.045952250489237,16258.317025440314,-73300.0201605021,-13111.696728310942,13.171918794956815,1.1419020017049963,11.53506936259816,1101014030,1.0,2.0,"(2,1)"
26,1.055048432055749,16299.651567944251,-21187.589824893133,-17142.724468511806,13.23840883043412,1.1304362990337857,11.710884409629577,1101014030,1.0,2.0,"(2,1)"
27,1.0762349168646081,16296.912114014252,-20879.879671965246,-13611.400417469958,13.381950125948563,1.1055883991811197,12.103916915065518,1101014030,1.0,2.0,"(2,1)"
28,1.085016622691293,16691.292875989446,-41275.44313881199,-15519.249303700866,13.542163851323727,1.0782813659241546,12.559026131103773,1101014030,1.0,2.0,"(2,1)"
29,1.101598148148148,18750.0,-51668.38549819446,-12567.69722293322,13.666183420224945,1.0569117947768127,12.930297010367665,1101014030,1.0,2.0,"(2,1)"
30,1.1089394511149229,16631.21783876501,-42747.04735296286,-7816.251771273055,13.629899648489838,1.062872716546115,12.823642413911259,1101014030,1.0,2.0,"(2,1)"
31,1.118665625,15798.611111111111,-33965.03381239793,-8939.196101127725,13.682254132977096,1.0538020914149502,12.98370371860413,1101014030,1.0,2.0,"(2,1)"
32,1.1342032786885243,18868.852459016394,-10470.259922562534,-12504.247751082567,13.796225124103044,1.034126251629489,13.340948556681658,1101014030,1.0,2.0,"(2,1)"
33,1.1401159003831418,15791.187739463601,2832.6695831910147,-13849.289681127697,13.84215620487046,1.0261804655878406,13.48900770289081,1101014030,1.0,2.0,"(2,1)"
34,1.1551653333333334,16213.333333333334,4338.441031950527,-10503.766268853797,14.054835541703204,0.9865782892090287,14.24604179458623,1101014030,1.0,2.0,"(2,1)"
35,1.1721032258064512,18591.397849462366,-3870.508937301349,-7589.803654317134,13.953264582791116,0.9855765698783749,14.157463772209011,1101014030,1.0,2.0,"(2,1)"
36,1.1775258928571428,16265.625,-5760.327314888873,-7093.895206783771,13.885818930767732,0.9897231413885819,14.030003290906105,1101014030,1.0,2.0,"(2,1)"
37,1.1891688212927756,16874.524714828898,101.89867028447497,-6255.013183227517,13.994615066209706,0.9610895455512152,14.561197893567089,1101014030,1.0,2.0,"(2,1)"
38,1.2111512702078522,16988.452655889145,-25535.978819627497,-8123.16809446695,13.714923352639447,0.9676935090975419,14.172796679632379,1101014030,1.0,2.0,"(2,1)"
39,1.2204688946015425,16596.401028277636,-30636.12437137124,-7334.133058588855,13.670584686844796,0.9613432210402464,14.220295507001323,1101014030,1.0,2.0,"(2,1)"
40,1.2442393177737878,16357.271095152602,19620.073122871425,-8302.45126464045,13.550603422194293,0.9458208343884236,14.326818494071594,1101014030,1.0,2.0,"(2,1)"
41,1.2542436363636364,16749.090909090908,-5417.990836995599,-6602.562161232785,13.496653672021708,0.9395484822483253,14.365042280441367,1101014030,1.0,2.0,"(2,1)"
42,1.2752616883116885,16396.103896103898,-11814.019985702285,-12057.634741526945,13.436913035127677,0.922695521814892,14.562672861680307,1101014030,1.0,2.0,"(2,1)"
43,1.2891357142857143,16899.4708994709,6017.99703154447,-6686.298894449637,13.334393689248913,1.0090432777755347,13.21488778820763,1101014030,1.0,2.0,"(2,1)"
44,1.3125466346153847,15629.807692307691,-36325.41551958674,-9596.718167135678,13.449867381791911,1.1631117693411699,11.563692962552016,1101014030,1.0,2.0,"(2,1)"
45,1.3215571815718157,16479.674796747968,-32191.235960902624,-8370.29115575832,13.098712032827322,1.2596799888981092,10.398444166986627,1101014030,1.0,2.0,"(2,1)"
46,1.3448382178217821,16047.524752475247,-10525.271098982199,-2403.3791789864263,12.658698705516198,1.4678387727136282,8.624038920918926,1101014030,1.0,2.0,"(2,1)"
47,1.355091135734072,16626.038781163435,-19595.80101163154,-1461.2703829359345,12.533678060153264,1.5535796427010242,8.067612187787455,1101014030,1.0,2.0,"(2,1)"
48,1.3739010204081634,15836.734693877552,-22106.705847224493,-205.0805652076766,11.910439542239368,1.76277872231345,6.756627698914047,1101014030,1.0,2.0,"(2,1)"
49,1.382712987012987,15922.077922077922,-29527.312472473997,-2233.5289754120727,11.458689102960964,1.8855482656847267,6.077112589212773,1101014030,1.0,2.0,"(2,1)"
50,1.3944509589041096,13712.328767123288,-43017.60290033044,-5523.690529606403,10.739985767891596,2.0738298811881837,5.1788171562742695,1101014030,1.0,2.0,"(2,1)"
52,1.4094401315789473,9986.842105263158,-24948.710191108727,7535.099529868024,8.979978328237227,2.5290532034329436,3.550727329914523,1101014030,1.0,2.0,"(2,1)"
