burst_id,dominant_time_s,dominant_freq_hz,omega_star_e_q1,omega_star_i_q1,omega_tor_q1,omega_tor_q1_err,omega_tor_q1_snr,shot,target_n,target_m,target_mode_label
25,1.0130217703349282,13421.052631578947,71198.69339305027,-11385.6483419146,-10.486882665808897,0.43481495778163115,24.118035679617822,1160826011,-1.0,-3.0,"(-3,-1)"
26,1.0283748373101953,13848.15618221258,51840.21824533751,-5298.636613818477,-10.294985220294876,0.4425585570047886,23.26242495449813,1160826011,-1.0,-3.0,"(-3,-1)"
27,1.0330678571428573,14583.333333333334,62160.92504452892,-4501.193822072907,-10.11461737956877,0.4426743669592047,22.848888787140677,1160826011,-1.0,-3.0,"(-3,-1)"
28,1.0422785964912282,13905.263157894737,80409.61964313716,-2593.926964959391,-9.635854570378235,0.4419114296121279,21.804945345803265,1160826011,-1.0,-3.0,"(-3,-1)"
29,1.0593009523809522,13069.047619047618,39416.7055490948,-4563.604235196274,-10.074325861247214,0.4590465744152279,21.94619549025224,1160826011,-1.0,-3.0,"(-3,-1)"
30,1.0764706692913384,13171.259842519685,68899.13182202708,-7549.897553761991,-11.25512820143326,0.48103746885928167,23.39761230684035,1160826011,-1.0,-3.0,"(-3,-1)"
31,1.0899653958944282,13862.17008797654,92739.77578155306,-14729.997752099758,-11.82042728181135,0.49019269171132196,24.113838255206964,1160826011,-1.0,-3.0,"(-3,-1)"
32,1.0940260273972602,16287.671232876712,85457.53851864708,-11476.087505194178,-11.534919532981329,0.49405065247495744,23.34764558086686,1160826011,-1.0,-3.0,"(-3,-1)"
33,1.1094630480167016,14098.12108559499,57565.108800189846,-5806.896206240835,-10.457087926568231,0.50953296740872,20.522887811850094,1160826011,-1.0,-3.0,"(-3,-1)"
34,1.126281868131868,13945.054945054944,70884.47923358291,-1874.7825808517553,-11.032847817698991,0.5213653872028626,21.161450469296543,1160826011,-1.0,-3.0,"(-3,-1)"
35,1.1301435643564355,14960.39603960396,62764.373099566226,-914.722769467038,-11.264253637308718,0.5224590930341382,21.560068123022784,1160826011,-1.0,-3.0,"(-3,-1)"
36,1.1404479853479854,14617.216117216118,123445.83370538402,-5437.757088634807,-11.072869575385269,0.5219137084862563,21.215901010725904,1160826011,-1.0,-3.0,"(-3,-1)"
37,1.159788344988345,14391.608391608392,41033.21604227258,-12341.524050798538,-11.261155360002935,0.5308137070960519,21.21489179623842,1160826011,-1.0,-3.0,"(-3,-1)"
38,1.17558961352657,14282.608695652174,83309.67269099658,-15344.596751142968,-11.780725975723708,0.5415452647874606,21.753908198878392,1160826011,-1.0,-3.0,"(-3,-1)"
39,1.1948762637362635,14083.516483516483,65715.17346976801,-9097.49218410626,-11.700629534282493,0.5489895588808191,21.31302744288184,1160826011,-1.0,-3.0,"(-3,-1)"
40,1.2137276679841895,14191.699604743084,91733.93029462664,-10666.416624674088,-11.137197820357695,0.5578370409837846,19.964966472496105,1160826011,-1.0,-3.0,"(-3,-1)"
41,1.2210411111111112,15655.555555555555,76140.14544977515,-5726.956744446411,-12.206226116256436,0.5644510450657659,21.624950866791735,1160826011,-1.0,-3.0,"(-3,-1)"
42,1.2265458715596331,14653.669724770642,57091.01546442365,-5560.769646638826,-12.736364631751274,0.5707062268959082,22.31684889969542,1160826011,-1.0,-3.0,"(-3,-1)"
43,1.231886904761905,17273.809523809523,54592.4806175235,-7054.917103389002,-12.919740816500275,0.5760645578023258,22.427591910512277,1160826011,-1.0,-3.0,"(-3,-1)"
44,1.2473867491166077,14291.519434628975,57904.53461868494,-10100.04072682667,-11.747636873649242,0.5894578412175747,19.92956247622987,1160826011,-1.0,-3.0,"(-3,-1)"
45,1.2547341463414636,16268.292682926829,83532.44747796105,-7108.497835588575,-11.993599317119752,0.5902193156542952,20.320580840062977,1160826011,-1.0,-3.0,"(-3,-1)"
46,1.2636606643356645,14826.923076923076,91664.4228960602,909.9743187451695,-12.770872012631918,0.5879859939603341,21.719687448020146,1160826011,-1.0,-3.0,"(-3,-1)"
47,1.27506261682243,15803.73831775701,39095.59863981906,6809.6455274734335,-13.487441306485962,0.5911647640695046,22.81502911919191,1160826011,-1.0,-3.0,"(-3,-1)"
48,1.2876001481481483,14746.666666666666,30471.009379757634,7550.304662063287,-13.979472590569555,0.5989829494580234,23.33868201627204,1160826011,-1.0,-3.0,"(-3,-1)"
49,1.3046382783882784,15021.978021978022,89660.8160049675,10714.59851518205,-12.558634519982029,0.6208088538662896,20.229470700633595,1160826011,-1.0,-3.0,"(-3,-1)"
50,1.3258931531531533,14246.846846846847,59840.405526529124,12538.338090499303,-12.733545821118579,0.630216072498267,20.205047723776662,1160826011,-1.0,-3.0,"(-3,-1)"
51,1.3407578260869566,15055.072463768116,79455.74510693732,6841.141088046867,-12.397014033808565,0.6361766921730377,19.486746663828768,1160826011,-1.0,-3.0,"(-3,-1)"
52,1.364217264957265,14762.393162393162,78304.30949956353,13052.304434806983,-12.380521337950603,0.6408892989017098,19.317722045237872,1160826011,-1.0,-3.0,"(-3,-1)"
53,1.3840513189448442,14143.884892086331,75899.13505990886,9130.24233686818,-12.726387786248408,0.642897096923871,19.795372925374107,1160826011,-1.0,-3.0,"(-3,-1)"
54,1.3885029585798818,15526.627218934911,74292.3461856284,7652.267293991188,-12.86243107868431,0.6403589242191207,20.08628378900048,1160826011,-1.0,-3.0,"(-3,-1)"
55,1.401278825622776,14674.377224199288,-359672.13893822685,-6082.747613369251,-12.526569845202438,0.6073675030613339,20.62436627258516,1160826011,-1.0,-3.0,"(-3,-1)"
56,1.4114415384615384,16953.846153846152,85564.47075486417,-6043.752809226007,-12.361449283124093,0.5625646962509898,21.973382555824298,1160826011,-1.0,-3.0,"(-3,-1)"
57,1.4190714285714285,15819.047619047618,31733.309923512577,-8421.638783472494,-9.925159017683374,0.5527636164037614,17.955521534242276,1160826011,-1.0,-3.0,"(-3,-1)"
58,1.4236157894736834,18431.57894736842,20481.253793333577,-10275.821062795461,-8.387327196786755,0.552635567685806,15.176958717856655,1160826011,-1.0,-3.0,"(-3,-1)"
59,1.42891507936508,16087.301587301587,12999.958282421087,-12556.714468690334,-6.570504960931592,0.554033665677771,11.859396581782871,1160826011,-1.0,-3.0,"(-3,-1)"
61,1.442337037037037,15382.716049382716,162416.57371701446,-12094.1352285542,-3.377650031526479,0.5025594076399459,6.7208970326277635,1160826011,-1.0,-3.0,"(-3,-1)"
64,1.4522662337662335,13896.103896103896,7873.5076954592405,-13689.149240412677,-1.244984496237389,0.477448904672289,2.6075764004358133,1160826011,-1.0,-3.0,"(-3,-1)"
